Player,Mat,Inn,Overs,Mdns,Runs,Wkts,Ave,Econ,4w,5w,SR
Amit Mishra,3,3,9.5,0,62,9,6.89,7.02,1,0,5.89
Prayash Singh,4,3,8,0,48,4,12,6,0,0,12
Vinod Kumar,3,2,8,0,75,0,0,9.38,0,0,0
Fabid Ahmed,3,2,8,0,60,2,30,7.5,0,0,24
Kaushal Singh,4,3,8,0,77,4,19.25,9.63,0,0,12
Rajjakuddin Ahmed,4,4,8,0,75,1,75,9.38,0,0,48
KM Asif,2,2,8,0,59,5,11.8,7.38,0,0,9.6
Writtick Chatterjee,4,3,8,0,60,2,30,7.5,0,0,24
Abhishek Sakuja,2,2,8,0,62,0,0,7.75,0,0,0
Mayank Markande,2,2,8,0,56,3,18.67,7,0,0,16
Brainder Sran,2,2,8,0,64,3,21.33,8,0,0,16
Santosh Shinde,3,3,7.2,0,70,2,35,9.55,0,0,22
Arup Das,2,2,7.1,0,64,1,64,8.93,0,0,43
Akshay Karnewar,5,4,7,0,67,3,22.33,9.57,0,0,14
Divyang Himganekar,3,2,7,0,55,1,55,7.86,0,0,42
Suresh Raina,5,4,7,0,40,1,40,5.71,0,0,42
Baltej Singh,2,2,7,0,69,2,34.5,9.86,0,0,21
Shivam Dube,4,4,7,0,75,2,37.5,10.71,0,0,21
Mahipal Lomror,5,5,7,0,66,0,0,9.43,0,0,0
Ram Dayal,3,3,7,0,73,2,36.5,10.43,0,0,21
KV Sasikanth,2,2,7.3,0,61,3,20.33,9.38,0,0,13
Ravi Teja,2,2,6,0,76,1,76,12.67,0,0,36
Srinivas Fadte,4,3,6,0,53,1,53,8.83,0,0,36
Rohit Dahiya,2,2,6,0,67,1,67,11.17,0,0,36
Abhijit Sarkar,2,2,6,0,53,0,0,8.83,0,0,0
Hitesh Kadam,2,2,6,0,46,1,46,7.67,0,0,36
Viki Saha,2,2,6,0,51,0,0,8.5,0,0,0
Praveen Kumar,2,2,6,0,31,1,31,5.17,0,0,36
Pragyan Ojha,3,3,5,0,55,0,0,11,0,0,0
Ashish Singh,4,2,5,0,38,1,38,7.6,0,0,30
Govinda Poddar,2,2,5,0,28,2,14,5.6,0,0,15
Venkatesh Iyer,2,2,5,0,38,1,38,7.6,0,0,30
Vijesh Prabhudessai,3,2,5,0,54,0,0,10.8,0,0,0
Sibsankar Roy,4,3,5,0,44,3,14.67,8.8,0,0,10
Achit Shigwan,5,4,5,0,42,2,21,8.4,0,0,15
Satender Thakran,2,2,5,0,41,0,0,8.2,0,0,0
Yuvraj Singh,5,3,4,0,48,0,0,12,0,0,0
Akash Parkar,1,1,4,0,22,3,7.33,5.5,0,0,8
Ashutosh Sharma,1,1,4,0,26,0,0,6.5,0,0,0
M Mohammed,2,2,4,0,29,1,29,7.25,0,0,24
Satyajeet Bachhav,1,1,4,0,32,0,0,8,0,0,0
Anurag Tiwari,2,2,4,0,53,0,0,13.25,0,0,0
Nitin Tanwar,1,1,4,0,28,2,14,7,0,0,12
Sumanta Gupta,2,2,4,0,34,2,17,8.5,0,0,12
Saurabh Das,1,1,4,0,32,0,0,8,0,0,0
Jalaj Saxena,1,1,4,0,28,2,14,7,0,0,12
Baba Aparajith,5,2,4,0,24,0,0,6,0,0,0
Mukesh Kumar,1,1,4,0,16,1,16,4,0,0,24
Ankit Kushwah,1,1,4,0,27,0,0,6.75,0,0,0
Akshay Chauhan,2,2,4,0,57,0,0,14.25,0,0,0
Shivam Chaudhary,3,2,4,0,29,1,29,7.25,0,0,24
Deepak Hooda,4,3,4,0,34,1,34,8.5,0,0,24
Dheeraj Kumar,2,2,4,0,46,0,0,11.5,0,0,0
Atul Singh Surwar,1,1,4,0,27,2,13.5,6.75,0,0,12
Manzoor Dar,5,3,4,0,26,2,13,6.5,0,0,12
Sijomon Joseph,1,1,4,0,45,0,0,11.25,0,0,0
Chirag Jani,4,2,4.3,0,30,1,30,8.57,0,0,21
Vikas Tokas,1,1,3.1,0,36,2,18,11.37,0,0,9.5
Nipan Deka,1,1,3,0,27,0,0,9,0,0,0
Aamir Gani,1,1,3,0,24,1,24,8,0,0,18
Vijay Shankar,3,2,3,0,35,0,0,11.67,0,0,0
Tejas Baroka,2,2,3,0,45,0,0,15,0,0,0
Amulaya Pandrekar,1,1,3,0,28,0,0,9.33,0,0,0
Karan Patel,2,2,3,0,31,1,31,10.33,0,0,18
Amogh Sunil Desai,5,1,3,0,22,3,7.33,7.33,0,0,6
Gurkeerat Singh,5,2,3,0,17,0,0,5.67,0,0,0
Abhoy Negi,1,1,3,0,15,1,15,5,0,0,18
Sumeet Verma,4,2,3,0,14,2,7,4.67,0,0,9
Virat Singh,4,2,3,0,19,1,19,6.33,0,0,18
Chirag Parmar,2,1,2,0,20,0,0,10,0,0,0
Vivek Singh,4,2,2,0,11,1,11,5.5,0,0,12
Mohit Sharma,1,1,2,0,14,0,0,7,0,0,0
Lagnajit Samal,2,1,2,0,30,0,0,15,0,0,0
Pratyush Singh,2,1,2,0,18,1,18,9,0,0,12
Khizer Dafedar,1,1,2,0,20,0,0,10,0,0,0
Ankit Kaushik,3,1,2,0,26,1,26,13,0,0,12
Rahul Tripathi,4,1,2,0,18,0,0,9,0,0,0
Chintan Gaja,1,1,2,0,25,0,0,12.5,0,0,0
Bavanaka Sandeep,5,1,2,0,21,0,0,10.5,0,0,0
Chaitanya Bishnoi,5,1,2,0,16,0,0,8,0,0,0
Shamshuzama Kazi,1,1,2,0,18,1,18,9,0,0,12
Biplab Samantray,2,2,2,0,14,0,0,7,0,0,0
Siddhesh Lad,4,2,2,0,26,0,0,13,0,0,0
Shoaib Md Khan,1,1,2,0,20,0,0,10,0,0,0
Paresh Patel,2,1,1.2,0,6,1,6,4.5,0,0,8
Nikhil Gangta,4,1,1,0,13,0,0,13,0,0,0
Jay Bista,4,1,1,0,13,0,0,13,0,0,0
Tanay Thyagarajan,1,1,1,0,17,0,0,17,0,0,0
Ankit Lamba,5,1,1,0,13,0,0,13,0,0,0
Pallavkumar Das,3,1,1,0,9,0,0,9,0,0,0
Rujul Bhatt,2,1,1,0,12,0,0,12,0,0,0
Abhimanyu Chauhan,1,1,1,0,11,0,0,11,0,0,0
Pavan Deshpande,1,1,1,0,16,0,0,16,0,0,0
Sohraab Dhaliwal,5,1,1,0,11,0,0,11,0,0,0
Ashutosh Singh,5,1,1,0,9,0,0,9,0,0,0
Anustup Majumdar,3,1,1,0,14,1,14,14,0,0,6
Swapnil Gugale,1,1,1,0,14,0,0,14,0,0,0
Shams Mulani,1,1,1,0,5,0,0,5,0,0,0
Nitish Rao,1,1,1,0,9,1,9,9,0,0,6
Akshdeep Nath,5,1,1,0,16,1,16,16,0,0,6
Udiyan Bose,4,1,1,0,14,1,14,14,0,0,6
Nitish Rana,5,1,1,0,9,0,0,9,0,0,0
Ansuhl Gupta,1,1,1,0,18,0,0,18,0,0,0
Naushad Shaikh,3,1,1,0,6,1,6,6,0,0,6
Amandeep Khare,5,1,0.2,0,3,0,0,9,0,0,0
Ravi Kiran,5,5,20,0,151,4,37.75,7.55,0,0,30
Navdeep Saini,5,5,20,0,117,6,19.5,5.85,0,0,20
Manpreet Gony,5,5,20,0,124,10,12.4,6.2,0,0,12
Murugan Ashwin,5,5,20,0,137,6,22.83,6.85,0,0,20
Ram Dayal,5,5,20,0,101,8,12.63,5.05,0,0,15
Iqbal Abdulla,5,5,20,0,148,1,148,7.4,0,0,120
Sandeep Sharma,5,5,20,0,115,7,16.43,5.75,0,0,17.14
Siddarth Kaul,5,5,20,0,124,6,20.67,6.2,0,0,20
Umar Nazir Mir,5,5,20.4,0,90,11,8.18,4.58,1,0,10.73
Shubham Agarwal,5,5,19,1,89,9,9.89,4.68,0,0,12.67
Manjeet Singh,5,5,19,0,117,6,19.5,6.16,0,0,19
Akshay Chauhan,5,5,19,0,136,10,13.6,7.16,0,0,11.4
Mohammed Siraj,5,5,19,0,125,9,13.89,6.58,1,0,12.67
Harbhajan Singh,5,5,19,0,95,3,31.67,5,0,0,38
Ankit Rajpoot,5,5,19,0,138,14,9.86,7.26,1,1,8.14
Krishnappa Gowtham,5,5,19,0,128,5,25.6,6.74,0,0,22.8
Ravikumar Thakur,5,5,19,0,160,5,32,8.42,0,0,22.8
Pankaj Jaiswal,5,5,19,0,135,10,13.5,7.11,1,0,11.4
Akshay Wakhare,5,5,19,0,141,3,47,7.42,0,0,38
Diwesh Pathania,5,5,19,1,116,8,14.5,6.11,0,0,14.25
Pankaj Singh,5,5,19,0,135,2,67.5,7.11,0,0,57
Bandaru Ayyappa,5,5,19,0,163,6,27.17,8.58,0,0,19
Pradeep Sangwan,5,5,19,0,113,4,28.25,5.95,0,0,28.5
Ankit Sharma,5,5,19,0,129,4,32.25,6.79,0,0,28.5
Ishwar Pandey,5,5,18.2,0,125,3,41.67,6.82,0,0,36.67
Sreenath Aravind,5,5,18.2,0,134,9,14.89,7.31,1,0,12.22
Basil Thampi,5,5,18,0,112,8,14,6.22,0,0,13.5
Puneet Datey,5,5,18,0,120,10,12,6.67,1,0,10.8
Harshal Patel,5,5,18,0,155,3,51.67,8.61,0,0,36
Akash Bhandari,5,5,18,0,126,5,25.2,7,0,0,21.6
Joginder Sharma,5,5,18.5,0,103,6,17.17,5.78,0,0,17.83
Mayank Dagar,5,5,18.5,0,133,6,22.17,7.46,0,0,17.83
Anureet Singh,5,5,18.5,1,154,4,38.5,8.64,0,0,26.75
Shrikant Wagh,5,5,18.5,0,104,3,34.67,5.83,0,0,35.67
Raushan Raj,5,5,18.5,0,140,4,35,7.85,0,0,26.75
Chama Milind,5,5,18.3,0,109,8,13.63,6.23,1,0,13.13
Nishan Singh,5,5,18.3,0,156,9,17.33,8.91,1,0,11.67
Karn Sharma,5,5,18.3,0,113,6,18.83,6.46,0,0,17.5
Rishi Dhawan,5,5,17,0,126,4,31.5,7.41,0,0,25.5
Rahil Shah,5,5,17,0,111,5,22.2,6.53,0,0,20.4
T Natarajan,5,5,17,0,141,4,35.25,8.29,0,0,25.5
Sanjay Pahal,5,5,17,0,110,5,22,6.47,0,0,20.4
Bhargav Bhatt,5,5,17,1,143,3,47.67,8.41,0,0,34
Bipul Sharma,5,5,17,0,79,3,26.33,4.65,0,0,34
Amit Mishra,5,5,17,0,100,10,10,5.88,0,0,10.2
Chandrapal Singh,5,5,17,0,109,4,27.25,6.41,0,0,25.5
Manik Gupta,5,5,17.3,0,111,6,18.5,6.73,0,0,16.5
Sumit Ruikar,5,5,17.3,0,107,3,35.67,6.48,0,0,33
Sandeep Warrier,5,5,16.2,0,105,7,15,6.43,0,0,14
Manisankar Murasingh,4,4,16,1,121,2,60.5,7.56,0,0,48
Mehdi Hassan,5,5,16,0,94,6,15.67,5.88,0,0,16
Manan Sharma,5,5,16,0,56,9,6.22,3.5,0,0,10.67
Irfan Pathan,4,4,16,0,141,3,47,8.81,0,0,32
Piyush Chawla,4,4,16,0,130,6,21.67,8.13,0,0,16
Swapnil Singh,4,4,16,0,120,3,40,7.5,0,0,32
Ishwar Chaudhary,4,4,16,1,74,7,10.57,4.63,0,0,13.71
Varun Aaron,4,4,16,0,142,8,17.75,8.88,0,0,12
Anupam Sanklecha,4,4,16,1,141,6,23.5,8.81,0,0,16
Basant Mohanty,4,4,16,0,114,4,28.5,7.13,0,0,24
Divyang Himganekar,4,4,16,0,121,4,30.25,7.56,0,0,24
Ashok Dinda,4,4,16,0,107,6,17.83,6.69,0,0,16
Suryakant Pradhan,4,4,16,0,121,5,24.2,7.56,0,0,19.2
Jaydev Unadkat,4,4,16.4,0,156,5,31.2,9.96,0,0,18.8
Vinay Kumar,5,5,16.3,0,114,4,28.5,7.35,0,0,23.25
Rohit Dahiya,4,4,15.2,0,144,5,28.8,9.39,0,0,18.4
Ravi Jangid,5,5,15.1,0,117,3,39,7.71,0,0,30.33
Ishant Sharma,4,4,15,0,78,4,19.5,5.2,0,0,22.5
Kanishk Seth,4,4,15,0,91,6,15.17,6.07,0,0,15
Pravin Tambe,4,4,15,0,99,6,16.5,6.6,0,0,15
Dhiraj Singh,4,4,15,0,81,6,13.5,5.4,0,0,15
Abhijit Sarkar,4,4,15,0,102,6,17,6.8,0,0,15
Hardik Patel,4,4,15,0,116,2,58,7.73,0,0,45
Cheepurapalli Stephen,4,4,15,0,138,5,27.6,9.2,0,0,18
Shaurya Sanandia,4,4,15,0,112,6,18.67,7.47,1,0,15
Rishi Arothe,4,4,15.5,0,161,6,26.83,10.85,0,0,14.83
Rituraj Singh,5,5,15.5,0,129,2,64.5,8.7,0,0,44.5
Sayan Ghosh,4,4,15.4,0,112,8,14,7.64,0,0,11
Jagdish Zope,4,4,14,1,128,4,32,9.14,0,0,21
Pankaj Kumar Rao,4,4,14,0,101,4,25.25,7.21,0,0,21
Rujul Bhatt,4,4,14,0,120,6,20,8.57,0,0,14
Jalaj Saxena,5,4,14,0,102,7,14.57,7.29,0,0,12
Jagadeesha Suchith,4,4,14,1,87,7,12.43,6.21,0,0,12
Sumit Singh,4,4,14,0,118,4,29.5,8.43,0,0,21
Abhishek Nayar,4,4,14,0,103,4,25.75,7.36,0,0,21
Chintan Gaja,4,4,14,0,117,6,19.5,8.36,0,0,14
Pritam Das,4,4,14.5,0,81,7,11.57,5.86,0,1,11.86
Praveen Kumar,4,4,14.3,0,97,4,24.25,7.19,0,0,20.25
Akshay Karnewar,4,4,13.1,0,106,3,35.33,8.05,0,0,26.33
Jayant Yadav,4,4,13,0,72,2,36,5.54,0,0,39
Prerak Mankad,4,4,13,0,109,1,109,8.38,0,0,78
Rahul Kanojia,5,5,13,0,95,3,31.67,7.31,0,0,26
Manzoor Dar,4,4,13,0,84,4,21,6.46,0,0,19.5
Arup Das,4,4,13,0,95,2,47.5,7.31,0,0,39
Jamaluddin Syed Mohammad,4,4,13,0,87,2,43.5,6.69,0,0,39
Deepak Behera,4,4,13.3,0,102,5,20.4,8.16,0,0,15
Murtuja Vahora,3,3,12,0,98,1,98,8.17,0,0,72
Bunti Roy,3,3,12,0,119,2,59.5,9.92,0,0,36
Amit Mishra,3,3,12,0,105,5,21,8.75,0,0,14.4
Gurinder Singh,4,3,12,0,77,2,38.5,6.42,0,0,36
Nathu Singh,3,3,12,0,85,1,85,7.08,0,0,72
Ganeshraj Narvekar,5,5,12,0,108,2,54,9,0,0,36
Amit Verma,4,4,12,0,70,7,10,5.83,0,0,10.29
KC Cariappa,3,3,12,0,89,0,0,7.42,0,0,0
Kuldeep Yadav,3,3,12,0,77,0,0,6.42,0,0,0
Biplab Samantray,4,4,12,0,92,0,0,7.67,0,0,0
Sohraab Dhaliwal,5,4,12,0,64,4,16,5.33,0,0,18
Nikhil Chaudhary,5,4,12,0,93,5,18.6,7.75,0,0,14.4
Chandrakant Sakure,3,3,12,0,87,8,10.88,7.25,1,0,9
Shahbaz Nadeem,3,3,12.5,0,82,3,27.33,6.93,0,0,23.67
Amit Yadav,4,4,12.5,0,90,1,90,7.61,0,0,71
Kant Singh,4,4,12.5,1,76,4,19,6.42,0,0,17.75
Aniket Choudhary,3,3,11,0,60,5,12,5.45,0,0,13.2
Mohit Sharma,3,3,11,0,66,1,66,6,0,0,66
Dasari Swaroop Kumar,3,3,11,0,63,7,9,5.73,0,1,9.43
Sanjay Majumder,3,3,11,0,51,4,12.75,4.64,0,0,16.5
Prathamesh Dake,3,3,11,0,106,5,21.2,9.64,0,0,13.2
Tajinder Singh,5,5,11,0,79,7,11.29,7.18,1,0,9.43
Vinod Kumar,4,3,11,0,78,4,19.5,7.09,0,0,16.5
Mahipal Lomror,5,5,11,0,100,2,50,9.09,0,0,33
Shoaib Md Khan,3,3,11,0,87,2,43.5,7.91,0,0,33
Abu Nechim,4,4,11,0,80,5,16,7.27,0,0,13.2
Rahul Shukla,3,3,11.4,0,87,5,17.4,8.16,0,0,12.8
Pawan Negi,5,4,10.2,0,73,3,24.33,7.06,0,0,20.67
Avinash Yadav,4,4,10,0,84,2,42,8.4,0,0,30
Chirag Jani,4,4,10,0,66,4,16.5,6.6,0,0,15
Saurabh Bandekar,5,4,10,0,113,3,37.67,11.3,0,0,20
Kaushal Singh,3,3,10,0,77,2,38.5,7.7,0,0,30
Lalit Yadav,3,3,10,0,59,3,19.67,5.9,0,0,20
Writtick Chatterjee,3,3,10,0,61,3,20.33,6.1,0,0,20
Shadab Jakati,3,3,10,0,79,0,0,7.9,0,0,0
Aswin Crist,3,3,10,0,61,5,12.2,6.1,0,0,12
Dharmendrasinh Jadeja,4,3,9.2,0,78,2,39,8.36,0,0,28
KV Sasikanth,3,3,9,0,64,3,21.33,7.11,0,0,18
Rahul Tewatia,5,3,9,0,48,2,24,5.33,0,0,27
Vishal Kushwah,5,4,9,0,82,3,27.33,9.11,0,0,18
Pragyan Ojha,3,3,9,0,89,4,22.25,9.89,0,0,13.5
Shivam Dube,4,4,9,0,62,3,20.67,6.89,0,0,18
Rajagopal Sathish,5,3,9,0,46,4,11.5,5.11,0,0,13.5
Aditya Dhumal,3,3,9,0,74,1,74,8.22,0,0,54
Pavan Deshpande,4,4,9.3,0,53,2,26.5,6.24,0,0,25.5
Suboth Bhati,2,2,8,0,68,1,68,8.5,0,0,48
Rohan Raje,2,2,8,0,84,4,21,10.5,0,0,12
Hanuma Vihari,5,3,8,0,60,1,60,7.5,0,0,48
Monu Kumar,2,2,8,1,45,2,22.5,5.63,0,0,24
Swarupam Purkayastha,4,4,8,0,71,1,71,8.88,0,0,48
Deepak Dogra,2,2,8,0,59,3,19.67,7.38,0,0,16
Baltej Singh,2,2,8,0,57,3,19,7.13,0,0,16
Pradeep Dadhe,2,2,8.4,0,58,2,29,7.57,0,0,23
Akshdeep Nath,5,4,8.3,0,57,3,19,7.6,0,0,15
Baba Aparajith,5,3,7.2,0,36,2,18,4.91,0,0,22
Ravi Teja,2,2,7,0,43,3,14.33,6.14,0,0,14
Tanveer Ul-Haq,2,2,7,0,75,4,18.75,10.71,0,0,10.5
Imtiaz Ahmed,2,2,7,0,71,1,71,10.14,0,0,42
Shamshuzama Kazi,3,3,7,0,56,0,0,8,0,0,0
Krishnamoorthy Vignesh,2,2,7,0,51,3,17,7.29,0,0,14
Deepak Punia,2,2,7,0,74,2,37,10.57,0,0,21
Deepak Chahar,2,2,7,0,69,3,23,9.86,0,0,14
Shardul Thakur,2,2,7,0,44,2,22,6.29,0,0,21
Saransh Jain,5,3,7,0,46,4,11.5,6.57,0,0,10.5
T Pradeep,2,2,7,0,44,0,0,6.29,0,0,0
Babashafi Pathan,2,2,7,0,61,1,61,8.71,0,0,42
Munaf Patel,2,2,7,0,68,0,0,9.71,0,0,0
Fabid Ahmed,3,3,6,0,36,3,12,6,0,0,12
Paresh Patel,4,3,6,0,33,2,16.5,5.5,0,0,18
Venkatesh Iyer,5,3,6,0,46,2,23,7.67,0,0,18
Manoj Tiwary,4,2,6,0,52,1,52,8.67,0,0,36
Padmanabhan Prasanth,2,2,6,0,57,0,0,9.5,0,0,0
Girinath Reddy,2,2,6,0,47,4,11.75,7.83,0,0,9
Jaskaran Singh,2,2,6,0,56,0,0,9.33,0,0,0
Shubham Thakur,2,2,6,0,26,1,26,4.33,0,0,36
Raiphi Gomez,5,3,6,0,40,3,13.33,6.67,0,0,12
Rakesh Prabhu,2,2,6,0,64,1,64,10.67,0,0,36
Ashwin Das,2,2,6,0,43,1,43,7.17,0,0,36
S Harish Kumar,4,3,6,0,60,1,60,10,0,0,36
Darshan Misal,5,4,6.5,0,59,1,59,10.11,0,0,35
Waseem Raza,2,2,5.2,0,45,1,45,8.44,0,0,32
Joydeep Bhattacharjee,3,2,5.1,0,46,2,23,8.9,0,0,15.5
Ashutosh Singh,2,2,5,0,23,1,23,4.6,0,0,30
Ajay Mandal,3,2,5,0,49,1,49,9.8,0,0,30
Shivam Chauhan,5,2,5,0,28,2,14,5.6,0,0,15
Nitish Rana,5,2,5,0,33,1,33,6.6,0,0,30
Stalin Hoover,2,2,5,0,55,0,0,11,0,0,0
Satyajeet Bachhav,1,1,4,0,28,1,28,7,0,0,24
Ashish Hooda,1,1,4,0,29,1,29,7.25,0,0,24
Ashish Singh,5,2,4,0,19,3,6.33,4.75,0,0,8
Aamir Gani,1,1,4,0,30,0,0,7.5,0,0,0
Sahil Sharma,1,1,4,0,29,0,0,7.25,0,0,0
Atit Sheth,1,1,4,0,27,0,0,6.75,0,0,0
Sachin Shinde,4,3,4,0,26,0,0,6.5,0,0,0
Sonu Singh,1,1,4,0,44,1,44,11,0,0,24
Hardik Rathod,1,1,4,0,34,1,34,8.5,0,0,24
Khaleel Ahmed,1,1,4,0,32,0,0,8,0,0,0
Abid Nabi,1,1,4,0,35,2,17.5,8.75,0,0,12
Nikit Dhumal,1,1,4,0,18,3,6,4.5,0,0,8
Abhishek Bhat,1,1,4,0,38,0,0,9.5,0,0,0
Anand Singh,1,1,4,0,32,1,32,8,0,0,24
Saurabh Kumar,1,1,4,0,33,0,0,8.25,0,0,0
Sahil Gupta,5,2,4,0,23,1,23,5.75,0,0,24
Vikas Tokas,1,1,4,0,23,3,7.67,5.75,0,0,8
Domnic Joseph,1,1,4.5,0,28,0,0,7.3,0,0,0
Mohd Israr,1,1,3.1,0,44,0,0,13.89,0,0,0
Sirla Srinivas,1,1,3,0,22,0,0,7.33,0,0,0
Faiz Ahmed,5,2,3,0,35,1,35,11.67,0,0,18
Amulaya Pandrekar,1,1,3,0,30,2,15,10,0,0,9
Manish Rao,1,1,3,0,30,1,30,10,0,0,18
Shivam Chaudhary,1,1,3,0,31,1,31,10.33,0,0,18
Soaeb Tai,4,2,3,0,42,0,0,14,0,0,0
Shakeeb Ahmed,1,1,3,0,25,1,25,8.33,0,0,18
Chaitanya Bishnoi,5,1,3,0,22,1,22,7.33,0,0,18
Vijay Shankar,5,2,3,0,32,0,0,10.67,0,0,0
Pramod Chandila,4,2,3,0,25,1,25,8.33,0,0,18
Taranjit Singh,1,1,3,0,28,1,28,9.33,0,0,18
Prakash Seet,1,1,3.5,0,52,2,26,18.35,0,0,8.5
Hardik Sethi,4,1,2,0,16,0,0,8,0,0,0
Pratyush Singh,3,2,2,0,9,2,4.5,4.5,0,0,6
Swapnil Gugale,4,2,2,0,7,1,7,3.5,0,0,12
Amogh Sunil Desai,4,2,2,0,24,0,0,12,0,0,0
Priyank Kirit Panchal,1,1,2,0,28,0,0,14,0,0,0
Shasheem Rathour,2,1,2,0,22,0,0,11,0,0,0
Rahul Singh,1,1,2,0,12,1,12,6,0,0,12
Milind Kumar,5,1,2,0,22,0,0,11,0,0,0
Deepak Bansal,1,1,2,0,29,0,0,14.5,0,0,0
Sunil Yadav,1,1,2,0,19,0,0,9.5,0,0,0
Abhishek Tamrakar,1,1,1.2,0,19,0,0,14.25,0,0,0
Pankaj Shaw,4,1,1,0,12,0,0,12,0,0,0
Manprit Juneja,4,1,1,0,24,0,0,24,0,0,0
Dwaraka Ravi Teja,5,1,1,0,10,0,0,10,0,0,0
Shashank Singh,4,1,1,0,15,0,0,15,0,0,0
Anurag Sarangi,4,1,1,0,5,0,0,5,0,0,0
Karan Patel,2,1,1,0,9,0,0,9,0,0,0
Jitesh Sharma,5,1,1,0,5,0,0,5,0,0,0
Pallavkumar Das,3,1,1,0,6,0,0,6,0,0,0
Deepraj Gaonkar,4,1,1,0,18,0,0,18,0,0,0
Mumtaz Qadir,1,1,1,0,12,0,0,12,0,0,0
Deependra Pandey,1,1,1,0,9,0,0,9,0,0,0
Bavanaka Sandeep,2,1,1,0,12,0,0,12,0,0,0
Sher Yadav,1,1,1,0,26,0,0,26,0,0,0
Arjun Debnath,1,1,1,0,8,0,0,8,0,0,0
Divya Pratap Singh,5,1,1,0,13,0,0,13,0,0,0
Riyan Parag,3,1,1,0,13,0,0,13,0,0,0
Nikhil Gangta,3,1,1,0,11,0,0,11,0,0,0
Sumeet Verma,5,1,1,0,8,1,8,8,0,0,6
Ankit Kaushik,2,1,1,0,13,1,13,13,0,0,6
Mithun Manhas,5,1,1,0,5,0,0,5,0,0,0
Abhimanyu Chauhan,3,1,1,0,14,0,0,14,0,0,0
Gurkeerat Singh,5,1,1,0,11,0,0,11,0,0,0
Murugan Ashwin,4,4,16,0,126,4,31.5,7.88,0,0,24
Karn Sharma,4,4,16,0,102,6,17,6.38,0,0,16
Ankit Rajpoot,4,4,15.1,0,112,2,56,7.38,0,0,45.5
Aniket Choudhary,4,4,15,0,161,6,26.83,10.73,0,0,15
Pritam Das,4,4,15,0,120,6,20,8,0,0,15
Sayan Ghosh,4,4,14,0,126,6,21,9,0,0,14
Irfan Pathan,4,4,14,0,88,5,17.6,6.29,0,0,16.8
Ishwar Chaudhary,4,4,14.4,0,102,4,25.5,7.46,0,0,20.5
Amit Mishra,4,4,13,0,120,3,40,9.23,0,0,26
Mohit Sharma,4,4,13,0,120,1,120,9.23,0,0,78
Pravin Tambe,3,3,12,0,94,2,47,7.83,0,0,36
Harbhajan Singh,4,4,11,0,90,3,30,8.18,0,0,22
Sohraab Dhaliwal,4,4,11,0,83,1,83,7.55,0,0,66
Shardul Thakur,3,3,10.2,0,93,3,31,9,0,0,20.67
Vijay Shankar,4,4,10,1,62,4,15.5,6.2,0,0,15
Writtick Chatterjee,4,4,10,0,76,1,76,7.6,0,0,60
Mayank Dagar,3,3,9,0,67,2,33.5,7.44,0,0,27
Pradeep Sangwan,3,3,9,0,85,1,85,9.44,0,0,54
Chama Milind,2,2,8,0,73,4,18.25,9.13,0,0,12
Sandeep Warrier,2,2,8,0,71,1,71,8.88,0,0,48
Ashish Nehra,2,2,8,0,61,5,12.2,7.63,0,0,9.6
Ashok Dinda,2,2,8,0,48,2,24,6,0,0,24
Sreenath Aravind,2,2,8.4,0,79,2,39.5,10.3,0,0,23
Vinay Kumar,2,2,8.4,0,78,1,78,10.17,0,0,46
Suryakant Pradhan,2,2,7,0,44,1,44,6.29,0,0,42
Pragyan Ojha,2,2,7,0,51,4,12.75,7.29,0,0,10.5
Abhishek Nayar,3,2,7,0,54,1,54,7.71,0,0,42
Rahil Shah,2,2,7,0,54,4,13.5,7.71,0,0,10.5
Basil Thampi,2,2,7,0,56,1,56,8,0,0,42
Shahbaz Nadeem,2,2,7,0,53,0,0,7.57,0,0,0
Shaurya Sanandia,2,2,6,0,58,1,58,9.67,0,0,36
Umar Nazir Mir,2,2,6.4,0,55,1,55,9.71,0,0,34
Manoj Tiwary,4,2,5,0,45,3,15,9,0,0,10
Parvez Rasool,3,3,5,0,39,1,39,7.8,0,0,30
Dasari Swaroop Kumar,2,2,5,0,48,1,48,9.6,0,0,30
Mahipal Lomror,3,1,4,0,31,2,15.5,7.75,0,0,12
Manpreet Gony,1,1,4,0,35,1,35,8.75,0,0,24
Amit Verma,2,2,4,0,36,2,18,9,0,0,12
Akshay Wakhare,1,1,3,0,30,1,30,10,0,0,18
Biplab Samantray,2,2,3,0,33,0,0,11,0,0,0
Manan Sharma,1,1,3,0,37,0,0,12.33,0,0,0
Rujul Bhatt,2,2,3.4,0,31,0,0,11.63,0,0,0
Dharmendrasinh Jadeja,1,1,2,0,17,0,0,8.5,0,0,0
Yuvraj Singh,4,1,1,0,10,0,0,10,0,0,0
Pavan Deshpande,3,1,1,0,13,0,0,13,0,0,0
Prerak Mankad,1,1,1,0,10,0,0,10,0,0,0
Hanuma Vihari,3,1,1,0,16,0,0,16,0,0,0
Deepak Hooda,4,1,1,0,3,0,0,3,0,0,0
Milind Kumar,2,1,1.3,0,5,0,0,10,0,0,0
Irfan Pathan,10,10,37.4,0,268,17,15.76,7.31,1,1,12.94
RP Singh,9,9,36,0,221,14,15.79,6.14,0,0,15.43
Shahbaz Nadeem,9,9,36,0,233,10,23.3,6.47,0,0,21.6
Ravikumar Thakur,9,9,36.5,1,276,14,19.71,7.7,0,0,15.36
